utt_id,speaker,condition,gender,age_bucket,gender_match,interlocutor_age_bucket
train_508_12,SAHIL,monolingual_HI,male,Younger,different,Younger
train_679_2,MONISHA,code_switched,female,Younger,different,Older
train_723_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_808_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_766_1,MONISHA,code_switched,female,Younger,different,Younger
train_541_7,MAYA,code_switched,female,Older,same,Older
train_498_3,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_764_3,MAYA,code_switched,female,Older,different,Older
train_502_1,ROSESH,code_switched,male,Younger,different,Older
train_547_1,INDRAVARDHAN,monolingual_HI,male,Older,same,Younger
train_660_2,MONISHA,monolingual_HI,female,Younger,different,Younger
train_646_1,ROSESH,code_switched,male,Younger,same,Younger
train_835_1,MAYA,code_switched,female,Older,different,Younger
train_870_1,SAHIL,code_switched,male,Younger,different,Younger
train_601_3,KISMI,code_switched,female,Younger,different,Younger
train_780_2,ROSESH,code_switched,male,Younger,same,Older
train_644_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_662_2,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_526_2,MAYA,code_switched,female,Older,same,Younger
train_458_1,MAYA,code_switched,female,Older,different,Younger
train_837_1,INDRAVARDHAN,code_switched,male,Older,same,Older
train_872_1,MAYA,code_switched,female,Older,different,Younger
train_498_1,INDRAVARDHAN,monolingual_EN,male,Older,same,Older
train_869_2,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_764_1,MAYA,code_switched,female,Older,different,Older
train_799_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_587_3,MAYA,code_switched,female,Older,same,Older
train_541_5,MAYA,code_switched,female,Older,same,Younger
train_894_2,MAYA,code_switched,female,Older,different,Older
train_508_8,SAHIL,code_switched,male,Younger,different,Younger
train_786_6,DUSHYANT,code_switched,male,Younger,same,Younger
train_684_1,MAYA,monolingual_HI,female,Older,different,Older
train_508_11,MONISHA,monolingual_EN,female,Younger,different,Younger
train_723_3,INDRAVARDHAN,code_switched,male,Older,different,Older
train_679_1,INDRAVARDHAN,monolingual_HI,male,Older,different,Younger
train_896_1,INDRAVARDHAN,monolingual_HI,male,Older,same,Younger
train_508_10,SAHIL,code_switched,male,Younger,same,Younger
train_723_2,MAYA,code_switched,female,Older,different,Older
train_876_4,MAYA,code_switched,female,Older,different,Younger
train_541_4,MONISHA,monolingual_HI,female,Younger,same,Older
train_894_3,INDRAVARDHAN,code_switched,male,Older,different,Older
train_587_2,NAISHA,code_switched,female,Older,same,Older
train_524_1,RADHABAI,monolingual_EN,female,Older,same,Older
train_547_2,SAHIL,monolingual_HI,male,Younger,same,Older
train_502_2,MAYA,monolingual_HI,female,Older,different,Younger
train_660_1,SAHIL,monolingual_HI,male,Younger,different,Younger
train_526_3,MONISHA,code_switched,female,Younger,same,Older
train_625_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_646_2,SAHIL,code_switched,male,Younger,same,Younger
train_738_1,MAYA,monolingual_EN,female,Older,same,Younger
train_835_2,MAYA,code_switched,female,Older,same,Older
train_780_1,INDRAVARDHAN,monolingual_HI,male,Older,same,Younger
train_725_4,MAYA,code_switched,female,Older,different,Older
train_746_3,MAYA,code_switched,female,Older,different,Younger
train_583_2,MAYA,code_switched,female,Older,different,Younger
train_659_1,MAYA,monolingual_HI,female,Older,different,Older
train_892_1,MAYA,code_switched,female,Older,different,Younger
train_779_1,SAHIL,code_switched,male,Younger,different,Younger
train_485_1,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_831_2,MAYA,monolingual_HI,female,Older,different,Older
train_607_2,MONISHA,code_switched,female,Younger,different,Younger
train_506_2,ROSESH,monolingual_HI,male,Younger,same,Older
train_565_1,ROSESH,code_switched,male,Younger,different,Younger
train_487_3,MAYA,monolingual_HI,female,Older,different,Younger
train_876_1,SAHIL,monolingual_EN,male,Younger,different,Older
train_699_1,SAHIL,monolingual_EN,male,Younger,different,Younger
train_487_2,ROSESH,code_switched,male,Younger,same,Younger
train_718_1,MAYA,code_switched,female,Older,different,Older
train_506_3,INDRAVARDHAN,monolingual_HI,male,Older,same,Younger
train_607_3,ROSESH,code_switched,male,Younger,different,Younger
train_831_3,MAYA,code_switched,female,Older,same,Older
train_504_1,MAYA,code_switched,female,Older,same,Younger
train_680_1,MAYA,monolingual_EN,female,Older,different,Older
train_638_1,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_603_7,MAYA,code_switched,female,Older,same,Younger
train_461_1,MAYA,monolingual_EN,female,Older,different,Older
train_813_4,INDRAVARDHAN,code_switched,male,Older,different,Older
train_746_2,ROSESH,monolingual_HI,male,Younger,different,Older
train_725_1,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_725_3,INDRAVARDHAN,code_switched,male,Older,same,Older
train_526_4,MAYA,code_switched,female,Older,same,Younger
train_583_1,ROSESH,code_switched,male,Younger,same,Younger
train_659_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_502_5,MAYA,code_switched,female,Older,same,Older
train_849_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_889_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_831_1,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_485_2,MAYA,code_switched,female,Older,different,Older
train_607_1,ROSESH,monolingual_HI,male,Younger,different,Younger
train_699_2,NEELIMA,code_switched,female,Younger,different,Younger
train_876_3,SAHIL,monolingual_EN,male,Younger,different,Older
train_506_1,INDRAVARDHAN,monolingual_HI,male,Older,same,Younger
train_876_2,MAYA,code_switched,female,Older,different,Younger
train_487_1,ROSESH,monolingual_HI,male,Younger,different,Older
train_786_1,DUSHYANT,code_switched,male,Younger,same,Younger
train_567_1,SAHIL,code_switched,male,Younger,same,Older
train_623_1,MAYA,code_switched,female,Older,same,Younger
train_502_4,MAYA,code_switched,female,Older,same,Older
train_680_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_890_1,MAYA,code_switched,female,Older,different,Older
train_703_1,MONISHA,code_switched,female,Younger,different,Older
train_746_1,MAYA,code_switched,female,Older,different,Younger
train_685_1,MONISHA,code_switched,female,Younger,different,Younger
train_584_1,MAYA,code_switched,female,Older,same,Younger
train_678_1,SAHIL,code_switched,male,Younger,different,Younger
train_743_2,INDRAVARDHAN,monolingual_EN,male,Older,different,Older
train_765_1,MONISHA,code_switched,female,Younger,same,Older
train_586_3,MAYA,code_switched,female,Older,same,Older
train_647_3,MAYA,code_switched,female,Older,different,Older
train_459_1,MONISHA,code_switched,female,Younger,different,Older
train_873_1,VITTHAL,code_switched,male,Older,different,Older
train_836_1,SAHIL,monolingual_HI,male,Younger,different,Older
train_482_2,MAYA,code_switched,female,Older,different,Older
train_600_1,SAHIL,code_switched,male,Younger,same,Older
train_758_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_871_3,KISMI,code_switched,female,Younger,different,Younger
train_663_2,YAMRAJ,monolingual_HI,male,Older,different,Older
train_562_3,MAYA,monolingual_EN,female,Older,different,Younger
train_480_1,ROSESH,monolingual_HI,male,Younger,same,Younger
train_663_3,MAYA,code_switched,female,Older,different,Older
train_871_2,SAHIL,code_switched,male,Younger,different,Younger
train_482_3,INDRAVARDHAN,code_switched,male,Older,different,Older
train_661_1,INDRAVARDHAN,code_switched,male,Older,same,Older
train_647_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_586_2,MAYA,code_switched,female,Older,different,Younger
train_743_3,MAYA,code_switched,female,Older,different,Older
train_518_1,MONISHA,code_switched,female,Younger,different,Older
train_722_2,MONISHA,code_switched,female,Younger,same,Older
train_774_8,MAYA,code_switched,female,Older,different,Older
train_704_1,MONISHA,code_switched,female,Younger,different,Younger
train_685_2,SAHIL,code_switched,male,Younger,different,Younger
train_643_4,MAYA,code_switched,female,Older,different,Older
train_606_4,SAHIL,code_switched,male,Younger,different,Younger
train_584_2,MAYA,code_switched,female,Older,same,Older
train_765_2,MAYA,code_switched,female,Older,same,Younger
train_743_1,MAYA,monolingual_EN,female,Older,different,Older
train_661_3,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_459_2,INDRAVARDHAN,monolingual_HI,male,Older,different,Younger
train_810_1,MAYA,code_switched,female,Older,different,Older
train_836_2,MAYA,code_switched,female,Older,different,Younger
train_663_1,MAYA,code_switched,female,Older,different,Older
train_600_2,JUGALKISHORE,code_switched,male,Older,same,Younger
train_527_1,SARITA,code_switched,female,Older,same,Older
train_739_3,NAISHA,code_switched,female,Older,different,Younger
train_871_1,KISMI,monolingual_EN,female,Younger,different,Younger
train_480_2,SAHIL,code_switched,male,Younger,same,Younger
train_503_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_600_3,SAHIL,monolingual_HI,male,Younger,same,Older
train_546_1,MAYA,monolingual_HI,female,Older,different,Older
train_836_3,SAHIL,code_switched,male,Younger,different,Older
train_637_8,MAYA,code_switched,female,Older,different,Older
train_661_2,MONISHA,code_switched,female,Younger,different,Older
train_647_1,MAYA,code_switched,female,Older,different,Older
train_765_3,MONISHA,code_switched,female,Younger,same,Older
train_499_3,INDRAVARDHAN,code_switched,male,Older,different,Older
train_687_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_704_2,SAHIL,code_switched,male,Younger,different,Younger
train_643_5,INDRAVARDHAN,code_switched,male,Older,different,Older
train_722_1,MAYA,code_switched,female,Older,same,Younger
train_685_3,MONISHA,monolingual_HI,female,Younger,different,Younger
train_606_1,MONISHA,code_switched,female,Younger,different,Younger
train_809_1,SAHIL,code_switched,male,Younger,same,Younger
train_620_2,MAYA,code_switched,female,Older,different,Younger
train_542_1,SAHIL,code_switched,male,Younger,same,Younger
train_698_2,MONISHA,code_switched,female,Younger,same,Younger
train_832_3,MAYA,code_switched,female,Older,different,Older
train_830_1,MAYA,monolingual_HI,female,Older,same,Younger
train_853_2,DUSHYANT,code_switched,male,Younger,different,Older
train_763_1,MADHUSUDAN,monolingual_HI,male,Older,same,Older
train_816_2,SAHIL,code_switched,male,Younger,different,Younger
train_647_5,MAYA,code_switched,female,Older,same,Older
train_663_4,YAMRAJ,monolingual_HI,male,Older,different,Older
train_482_4,MAYA,code_switched,female,Older,different,Older
train_580_3,MAYA,code_switched,female,Older,same,Older
train_761_3,INDRAVARDHAN,code_switched,male,Older,same,Older
train_562_4,ROSESH,monolingual_EN,male,Younger,different,Older
train_871_4,SAHIL,monolingual_EN,male,Younger,different,Younger
train_582_1,MAYA,code_switched,female,Older,same,Older
train_562_5,MAYA,monolingual_EN,female,Older,different,Younger
train_724_2,MAYA,code_switched,female,Older,different,Younger
train_829_1,SAHIL,monolingual_EN,male,Younger,different,Younger
train_580_2,MAYA,code_switched,female,Older,different,Older
train_747_1,MONISHA,monolingual_HI,female,Younger,different,Older
train_663_5,MAYA,code_switched,female,Older,different,Older
train_702_1,MONISHA,code_switched,female,Younger,different,Younger
train_836_6,MAYA,code_switched,female,Older,different,Younger
train_523_1,MONISHA,code_switched,female,Younger,different,Younger
train_566_1,SAHIL,monolingual_HI,male,Younger,same,Older
train_540_2,INDRAVARDHAN,monolingual_HI,male,Older,same,Younger
train_667_1,SAHIL,code_switched,male,Younger,different,Younger
train_814_1,MONISHA,code_switched,female,Younger,same,Older
train_832_2,INDRAVARDHAN,monolingual_EN,male,Older,same,Older
train_486_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_719_2,MAYA,code_switched,female,Older,different,Older
train_620_3,SAHIL,monolingual_EN,male,Younger,different,Older
train_685_4,SAHIL,code_switched,male,Younger,different,Younger
train_606_2,SAHIL,monolingual_HI,male,Younger,different,Younger
train_667_3,SAHIL,code_switched,male,Younger,different,Younger
train_698_1,MONISHA,monolingual_HI,female,Younger,different,Younger
train_765_4,MAYA,monolingual_EN,female,Older,same,Younger
train_523_3,MONISHA,code_switched,female,Younger,different,Younger
train_1009_5,MONISHA,code_switched,female,Younger,same,Older
train_977_5,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1110_1,MAYA,code_switched,female,Older,different,Younger
train_1211_1,MAYA,code_switched,female,Older,different,Younger
train_1237_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1157_3,MAYA,code_switched,female,Older,different,Younger
train_971_3,INDRAVARDHAN,monolingual_HI,male,Older,same,Older
train_1093_2,MAYA,code_switched,female,Older,different,Younger
train_1256_3,SAHIL,code_switched,male,Younger,different,Younger
train_1213_3,SAHIL,code_switched,male,Younger,different,Older
train_936_1,MAYA,code_switched,female,Older,different,Older
train_1213_2,RADHABAI,code_switched,female,Older,different,Younger
train_1256_2,MONISHA,monolingual_HI,female,Younger,different,Younger
train_1191_4,MAYA,monolingual_EN,female,Older,same,Older
train_1134_1,SUDHANSHU,monolingual_EN,male,Younger,different,Older
train_1171_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1157_2,DUSHYANT,code_switched,male,Younger,different,Older
train_912_1,MAYA,code_switched,female,Older,different,Younger
train_957_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1328_1,SARITA,code_switched,female,Older,same,Older
train_977_4,MAYA,code_switched,female,Older,different,Older
train_997_1,MAYA,code_switched,female,Older,different,Younger
train_1333_2,SAHIL,code_switched,male,Younger,same,Older
train_1097_7,ROSESH,code_switched,male,Younger,different,Older
train_1032_2,INDRAVARDHAN,code_switched,male,Older,same,Older
train_1009_4,MAYA,code_switched,female,Older,same,Older
train_1051_1,YAMRAJ,monolingual_HI,male,Older,different,Older
train_1109_1,SAHIL,code_switched,male,Younger,different,Older
train_1016_3,MONISHA,code_switched,female,Younger,different,Younger
train_1208_1,MAYA,monolingual_EN,female,Older,same,Older
train_1053_3,SAHIL,code_switched,male,Younger,same,Older
train_1319_1,NAGESH,code_switched,male,Older,same,Younger
train_1018_1,MAYA,monolingual_HI,female,Older,different,Older
train_1179_5,MONISHA,monolingual_HI,female,Younger,different,Younger
train_1105_1,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_1267_2,PRABHAVATI,code_switched,female,Older,same,Older
train_964_3,SAHIL,code_switched,male,Younger,same,Older
train_1118_4,MAYA,code_switched,female,Older,different,Older
train_1204_1,MAYA,monolingual_HI,female,Older,same,Younger
train_1180_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1160_4,SAHIL,monolingual_HI,male,Younger,same,Younger
train_959_3,SAHIL,monolingual_EN,male,Younger,same,Older
train_1138_1,MONISHA,code_switched,female,Younger,same,Older
train_1025_1,MONISHA,code_switched,female,Younger,different,Younger
train_1281_1,SAHIL,code_switched,male,Younger,different,Older
train_1060_1,MAYA,monolingual_EN,female,Older,same,Younger
train_1003_2,SAHIL,code_switched,male,Younger,different,Younger
train_991_11,MAYA,code_switched,female,Older,different,Younger
train_938_3,MAYA,monolingual_HI,female,Older,different,Older
train_1159_1,ROSESH,code_switched,male,Younger,same,Younger
train_1191_8,MAYA,code_switched,female,Older,same,Older
train_1258_1,SAHIL,code_switched,male,Younger,same,Younger
train_982_1,MONISHA,code_switched,female,Younger,different,Older
train_959_2,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_1044_1,DUSHYANT,monolingual_HI,male,Younger,different,Older
train_1001_1,MONISHA,code_switched,female,Younger,same,Older
train_942_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_964_2,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_1267_3,SAHIL,code_switched,male,Younger,different,Older
train_1118_5,INDRAVARDHAN,monolingual_EN,male,Older,different,Older
train_1265_1,MONISHA,monolingual_HI,female,Younger,same,Older
train_1220_1,MAYA,code_switched,female,Older,same,Younger
train_1179_4,SAHIL,code_switched,male,Younger,different,Younger
train_1107_2,MAYA,code_switched,female,Older,different,Younger
train_1164_1,MAYA,code_switched,female,Older,different,Older
train_1121_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1164_3,MAYA,monolingual_HI,female,Older,different,Older
train_986_7,SAHIL,code_switched,male,Younger,same,Younger
train_1018_2,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_1265_3,MONISHA,code_switched,female,Younger,same,Older
train_1179_6,SAHIL,code_switched,male,Younger,different,Younger
train_1105_2,MONISHA,code_switched,female,Younger,different,Older
train_1204_2,RITA,code_switched,female,Younger,same,Older
train_1241_2,MAYA,code_switched,female,Older,same,Older
train_1118_7,INDRAVARDHAN,monolingual_EN,male,Older,different,Older
train_1343_5,MAYA,code_switched,female,Older,different,Younger
train_991_9,SAHIL,code_switched,male,Younger,different,Older
train_1138_2,MAYA,code_switched,female,Older,same,Younger
train_982_3,MONISHA,monolingual_HI,female,Younger,different,Older
train_1003_1,MONISHA,code_switched,female,Younger,different,Younger
train_1025_2,SAHIL,code_switched,male,Younger,different,Younger
train_1258_3,MONISHA,code_switched,female,Younger,same,Younger
train_980_1,MAYA,code_switched,female,Older,same,Younger
train_925_4,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_1159_2,MAYA,code_switched,female,Older,different,Younger
train_991_13,MAYA,code_switched,female,Older,same,Older
train_1263_4,MAYA,monolingual_EN,female,Older,different,Older
train_1258_2,MONISHA,code_switched,female,Younger,different,Younger
train_982_2,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_1162_4,SAHIL,code_switched,male,Younger,same,Younger
train_959_1,SAHIL,code_switched,male,Younger,same,Older
train_942_2,INDRAVARDHAN,code_switched,male,Older,same,Older
train_964_1,SAHIL,monolingual_HI,male,Younger,same,Older
train_921_1,INDRAVARDHAN,monolingual_HI,male,Older,same,Older
train_1062_1,MAYA,code_switched,female,Older,different,Older
train_1343_4,SAHIL,monolingual_HI,male,Younger,different,Older
train_1118_6,MAYA,code_switched,female,Older,different,Older
train_1204_3,MAYA,monolingual_HI,female,Older,same,Younger
train_1105_3,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_1206_1,JUGALKISHORE,code_switched,male,Older,different,Older
train_1265_2,MAYA,code_switched,female,Older,same,Younger
train_1018_3,MAYA,monolingual_HI,female,Older,different,Older
train_986_6,ROSESH,monolingual_EN,male,Younger,same,Younger
train_1164_2,MADHUSUDAN,code_switched,male,Older,different,Older
train_1184_3,INDRAVARDHAN,code_switched,male,Older,same,Older
train_1107_1,SAHIL,monolingual_HI,male,Younger,different,Older
train_1023_1,SAHIL,code_switched,male,Younger,same,Younger
train_1322_1,MAYA,code_switched,female,Older,different,Younger
train_1186_1,SAHIL,code_switched,male,Younger,different,Older
train_1079_6,SAHIL,code_switched,male,Younger,different,Older
train_1287_1,MONISHA,code_switched,female,Younger,different,Younger
train_1118_2,MAYA,code_switched,female,Older,different,Older
train_1241_7,BAA,code_switched,female,Older,same,Older
train_1103_1,BALDEV,code_switched,male,Older,different,Older
train_1146_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_1261_2,SAHIL,code_switched,male,Younger,same,Older
train_1247_1,AMAR TWANSHU,monolingual_HI,male,Younger,same,Older
train_925_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_960_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1144_3,SAHIL,code_switched,male,Younger,different,Younger
train_903_2,ROSESH,monolingual_HI,male,Younger,same,Younger
train_1263_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_903_3,SAHIL,monolingual_EN,male,Younger,same,Younger
train_1162_1,MONISHA,monolingual_HI,female,Younger,same,Younger
train_944_1,ROSESH,monolingual_EN,male,Younger,different,Older
train_901_1,MAYA,code_switched,female,Older,different,Younger
train_959_4,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_1343_1,MAYA,code_switched,female,Older,different,Younger
train_1079_7,SAHIL,code_switched,male,Younger,same,Younger
train_1241_6,BAA,code_switched,female,Older,same,Older
train_1118_3,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1007_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1278_2,MAYA,code_switched,female,Older,different,Younger
train_1018_4,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1199_5,MAYA,code_switched,female,Older,same,Younger
train_1186_2,MAYA,code_switched,female,Older,different,Younger
train_1343_3,MAYA,monolingual_HI,female,Older,different,Younger
train_1261_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_1247_2,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_1080_1,MONISHA,code_switched,female,Younger,same,Younger
train_903_1,SAHIL,monolingual_HI,male,Younger,same,Younger
train_925_2,INDRAVARDHAN,code_switched,male,Older,same,Older
train_1245_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1200_1,SAHIL,code_switched,male,Younger,different,Younger
train_1263_2,MAYA,code_switched,female,Older,different,Older
train_1263_3,INDRAVARDHAN,code_switched,male,Older,different,Older
train_925_3,ROSESH,code_switched,male,Younger,same,Older
train_1258_4,SAHIL,code_switched,male,Younger,different,Younger
train_1162_2,SAHIL,monolingual_HI,male,Younger,different,Younger
train_944_2,MAYA,code_switched,female,Older,different,Younger
train_901_2,MAYA,code_switched,female,Older,same,Older
train_1320_1,SAHIL,monolingual_HI,male,Younger,different,Younger
train_1241_5,BAA,monolingual_HI,female,Older,same,Older
train_1343_2,SAHIL,code_switched,male,Younger,different,Older
train_1021_1,ROSESH,code_switched,male,Younger,different,Older
train_1265_4,MONISHA,code_switched,female,Younger,same,Younger
train_1184_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_939_1,MAYA,code_switched,female,Older,different,Older
train_1047_1,DUSHYANT,code_switched,male,Younger,same,Younger
train_981_1,MAYA,code_switched,female,Older,different,Older
train_1280_2,MAYA,code_switched,female,Older,same,Older
train_1141_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1167_1,MAYA,code_switched,female,Older,different,Older
train_1122_1,SAHIL,code_switched,male,Younger,same,Younger
train_1266_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1165_3,SAHIL,code_switched,male,Younger,same,Older
train_1299_3,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_1120_3,ROSESH,monolingual_EN,male,Younger,same,Younger
train_1165_2,INDRAVARDHAN,code_switched,male,Older,same,Older
train_1299_2,MONISHA,code_switched,female,Younger,different,Older
train_1120_2,SAHIL,monolingual_HI,male,Younger,same,Younger
train_1106_1,MAYA,monolingual_EN,female,Older,different,Younger
train_965_1,MAYA,monolingual_EN,female,Older,different,Older
train_1280_3,INDRAVARDHAN,code_switched,male,Older,different,Older
train_963_7,MAYA,monolingual_EN,female,Older,same,Younger
train_1063_1,SAHIL,monolingual_HI,male,Younger,different,Younger
train_958_1,MONISHA,code_switched,female,Younger,different,Older
train_1026_1,SAHIL,code_switched,male,Younger,same,Older
train_1183_1,MAYA,code_switched,female,Older,same,Younger
train_1081_6,SHARMAN,code_switched,male,Younger,same,Older
train_1163_4,INDRAVARDHAN,code_switched,male,Older,same,Older
train_1002_2,MONISHA,code_switched,female,Younger,different,Older
train_1047_2,SAHIL,monolingual_HI,male,Younger,same,Younger
train_1061_1,MAYA,code_switched,female,Older,different,Younger
train_981_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1238_1,MAYA,code_switched,female,Older,same,Younger
train_1260_4,MAYA,code_switched,female,Older,different,Younger
train_1280_1,MAYA,code_switched,female,Older,different,Older
train_1266_2,MAYA,code_switched,female,Older,different,Older
train_1141_1,MAYA,code_switched,female,Older,different,Older
train_965_3,MAYA,code_switched,female,Older,different,Older
train_1240_1,SAHIL,code_switched,male,Younger,different,Younger
train_1106_3,MAYA,code_switched,female,Older,different,Younger
train_967_1,SAHIL,code_switched,male,Younger,different,Younger
train_1299_1,INDRAVARDHAN,monolingual_EN,male,Older,same,Older
train_1165_1,INDRAVARDHAN,monolingual_HI,male,Older,same,Younger
train_1106_2,SAHIL,code_switched,male,Younger,different,Older
train_965_2,INDRAVARDHAN,code_switched,male,Older,different,Older
train_906_1,MAYA,code_switched,female,Older,different,Younger
train_1020_4,SAHIL,code_switched,male,Younger,same,Younger
train_1026_2,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_1063_2,MONISHA,code_switched,female,Younger,different,Younger
train_1338_1,DUSHYANT,code_switched,male,Younger,same,Younger
train_1163_3,MADHUSUDAN,code_switched,male,Older,same,Older
train_1282_6,SAHIL,code_switched,male,Younger,same,Older
train_1039_1,MAYA,code_switched,female,Older,different,Younger
train_1227_3,ROSESH,monolingual_EN,male,Younger,same,Older
train_1225_1,SAHIL,code_switched,male,Younger,same,Older
train_1286_2,MONISHA,code_switched,female,Younger,different,Younger
train_1120_5,SAHIL,monolingual_HI,male,Younger,same,Younger
train_1165_5,SAHIL,monolingual_EN,male,Younger,same,Older
train_1004_1,MONISHA,monolingual_HI,female,Younger,different,Younger
train_1022_2,JAISHANKAR,code_switched,male,Older,same,Older
train_1305_1,MONISHA,code_switched,female,Younger,different,Younger
train_1323_2,MAYA,code_switched,female,Older,different,Older
train_1178_1,JUGALKISHORE,monolingual_HI,male,Older,same,Younger
train_1284_1,MAYA,monolingual_EN,female,Older,different,Older
train_1165_4,INDRAVARDHAN,monolingual_EN,male,Older,same,Younger
train_1279_1,MONISHA,code_switched,female,Younger,different,Younger
train_1321_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_1120_4,ROSESH,code_switched,male,Younger,same,Younger
train_1342_2,MAYA,code_switched,female,Older,different,Younger
train_1020_1,MAYA,monolingual_EN,female,Older,different,Younger
train_1006_2,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_1181_5,MAYA,code_switched,female,Older,same,Older
train_1201_1,MAYA,code_switched,female,Older,different,Younger
train_1163_2,MADHUSUDAN,code_switched,male,Older,same,Older
train_1145_1,MAYA,code_switched,female,Older,different,Older
train_1338_2,MAYA,code_switched,female,Older,different,Younger
train_1282_5,INDRAVARDHAN,code_switched,male,Older,same,Older
train_924_1,SAHIL,code_switched,male,Younger,different,Younger
train_1246_1,MAYA,code_switched,female,Older,different,Younger
train_1225_2,INDRAVARDHAN,code_switched,male,Older,same,Younger
train_1286_1,ROSESH,monolingual_HI,male,Younger,different,Younger
train_1022_1,MADHUSUDAN,code_switched,male,Older,same,Older
train_1165_6,INDRAVARDHAN,monolingual_HI,male,Older,same,Younger
train_1284_3,MAYA,code_switched,female,Older,different,Older
train_1264_6,SAHIL,code_switched,male,Younger,different,Younger
train_1178_2,SAHIL,monolingual_HI,male,Younger,same,Older
train_1284_2,INDRAVARDHAN,monolingual_HI,male,Older,different,Older
train_1165_7,SAHIL,monolingual_HI,male,Younger,same,Older
train_1342_1,DUSHYANT,code_switched,male,Younger,different,Older
train_1106_4,SAHIL,monolingual_EN,male,Younger,different,Older
train_1006_1,MAYA,code_switched,female,Older,different,Older
train_978_1,SAHIL,code_switched,male,Younger,same,Younger
train_1020_2,SAHIL,code_switched,male,Younger,different,Older
train_900_1,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1083_1,ROSESH,code_switched,male,Younger,same,Older
train_1181_6,INDRAVARDHAN,code_switched,male,Older,different,Older
train_1212_8,SAHIL,code_switched,male,Younger,different,Older
train_1282_4,INDRAVARDHAN,code_switched,male,Older,same,Older
train_1163_1,INDRAVARDHAN,monolingual_HI,male,Older,same,Older
train_1156_8,MONISHA,code_switched,female,Younger,same,Younger
train_1054_2,MAYA,code_switched,female,Older,same,Younger
train_1156_5,INDRAVARDHAN,code_switched,male,Older,different,Younger
train_911_4,MAYA,code_switched,female,Older,different,Older
train_1336_1,MAYA,monolingual_EN,female,Older,same,Younger
train_1128_3,SAHIL,code_switched,male,Younger,same,Younger
train_1257_5,SAHIL,code_switched,male,Younger,different,Younger
train_1149_2,MONISHA,code_switched,female,Younger,different,Younger
train_1117_1,MAYA,code_switched,female,Older,different,Older
train_976_3,SAHIL,code_switched,male,Younger,different,Younger
train_1253_1,INDRAVARDHAN,code_switched,male,Older,same,Younger
