,Conversation,name,Speaker,Transcript,English Translation,LID_tags,Language from LID tool,Type of code-switching,Length of turn,Direction of code-switches,Number of code-switches,Start of code-switches,Length of code-switched segments,Minimum pitch,Maximum pitch,Mean pitch,Std Dev Pitch,Minimum intensity,Maximum intensity,Mean intensity,Std Dev Intensity,Jitter,Shimmer,HNR
2824,train_1749,train_1749_5.wav,MONISHA,Mai ghar chod ke ja rahi hu!,I am leaving home!,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1,7,-1,0,-1,-1,137.92360758357032,596.0116055195743,410.6817028229828,92.76708250877073,33.91741106662393,69.01674389980118,60.077733771001306,8.851689997541277,0.01222877256740707,0.13699575742263842,9.680227319324974
2825,train_1749,train_1749_6.wav,SAHIL,"Aray, dekho tum beech beech mein bol rahi thi na, isiliye!","Hey, look, you were speaking intermittently, that's why!","['EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'OTHER']",CSW,-1,11,-1,0,-1,-1,208.20563779521794,455.32978607402913,312.3072497531692,44.1439980336746,36.5576730316439,71.68551325959815,58.87065923699336,8.294845911511368,0.019780434360079684,0.12685948226479563,8.893792230094972
2826,train_1749,train_1749_7.wav,MONISHA,Isliye tum mujhe kaam vaali kahoge!?,That's why you call me useful!?,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,6,-1,0,-1,-1,173.50637550162637,598.1190532483442,410.31986219999703,85.5486755352656,36.61428795359107,73.01073167803452,61.86550536575745,9.580888647596673,0.01758384042048061,0.1320532795783656,11.367813724423808
2827,train_1749,train_1749_8.wav,SAHIL,"But I didn't mean it! Aur vaise bhi mai tumhe seriously kaam vaali kaise keh sakta hu! Look at the house! Kya tum ghar ki saaf safaayi karti ho?...Nahi, tum jhaadu pocha lagaati ho? No..","But I didn't mean it! And by the way, how can I tell you seriously? Look at the house! Do you clean the house?...No, you keep cleaning the house? No..","['EN', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'OTHER']",CSW,"A, I",35,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[5, 10, 11, 16, 21, 28, 29, 34]","[5, 1, 5, 5, 7, 1, 5, 1]",97.72531810827455,526.0848087363331,242.9067153840567,87.33466994723577,30.347627902380278,71.01449567480276,57.84244409705863,8.623385310586997,0.015288658232676588,0.1263797978009909,10.77987060761961
2851,train_1757,train_1757_0.wav,MONISHA,"Mai, emergency ke liye ek private ambulance khareedoongi.","May, I will buy a private ambulance for emergencies.","['EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'OTHER']",CSW,I,8,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[2, 5, 7]","[3, 2, 1]",75.89565348098391,490.226725436043,368.9000343278305,84.1131955296657,9.14983375100084,70.56752242567643,60.684212317546056,15.487340906520782,0.016929144686457006,0.07897155404664795,12.703641423147447
2852,train_1757,train_1757_1.wav,BHATIA,Ambulance?,Ambulance?,"['EN', 'OTHER']",EN,-1,1,-1,0,-1,-1,75.89657607485006,451.2095322588024,260.5485319743153,130.0863698211597,23.015227279615306,70.03242644833921,61.53303898348679,13.776402449806648,0.014128784414160454,0.09701317564616749,10.97867160121129
2853,train_1757,train_1757_2.wav,MONISHA,Haan. Hum log new year pe bohot joor se music bajane vaale hai na. Use sun kar aapko heart attack aa gaya to.,Yes. We are going to play very loud music on New Year. If you get a heart attack after listening to that.,"['HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,23,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",9,"[1, 5, 8, 10, 13, 16, 18, 20, 22]","[4, 3, 2, 3, 3, 2, 2, 2, 1]",182.99058246533932,524.9233439485038,361.48864150796425,65.75445578704887,13.212826381393544,73.81174730321504,62.61687201851798,18.761297533645273,0.01557047105201914,0.09285387020106364,14.084638108620881
2854,train_1757,train_1757_3.wav,MONISHA,Aap ko heart ki problem hai na Bhatia uncle.,"You have a heart problem, Bhatia uncle.","['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'EN', 'OTHER']",CSW,I,9,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[4, 5, 6, 7, 8]","[1, 1, 1, 1, 1]",131.73002683788295,328.2012965972413,234.94878144857415,46.73839340037098,25.56961509367167,72.48326464826705,61.74702643371026,9.230804833988572,0.016147976702024187,0.1095113311761195,12.50999143360215
2855,train_1757,train_1757_4.wav,BHATIA,"Mujhe heart ki nahi, kidney ki problem hai.","I don't have a heart problem, I have a kidney problem.","['HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'EN', 'HI', 'OTHER']",CSW,I,8,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",4,"[4, 5, 6, 7]","[1, 1, 1, 1]",111.10500959407165,452.64541308044824,317.6381061060594,78.67075543169571,34.47965662331341,72.5835018295567,64.28819244096007,8.521870245856944,0.02044099431970447,0.13102094664106756,9.058972940699272
2856,train_1757,train_1757_5.wav,MONISHA,"Sorry, sorry. Lekin, agar aapko loud music sun ke agar aapko kidney attack aa gaya to!","Sorry, sorry. But, if you get a kidney attack after listening to loud music!","['EN', 'OTHER', 'EN', 'OTHER', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,16,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",6,"[2, 5, 8, 11, 13, 15]","[3, 3, 3, 2, 2, 1]",77.57285495391089,597.4286573882648,350.5212131552025,81.85776143036735,22.790703725605177,73.6158846203235,62.49599991079012,11.82560199200486,0.01901041340213115,0.10054019326952099,10.508132111939624
2881,train_1768,train_1768_0.wav,MAYA,"Indravardha, waise baal baal bach gaye hum log.","Indravard, we narrowly escaped.","['HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'OTHER']",CSW,-1,8,-1,0,-1,-1,116.70006492053858,580.0266670168605,211.7192196020233,89.9939858150336,32.778386641217516,70.84352332218687,61.54063727893747,10.102412800272058,0.02730033801553113,0.15233872741727542,9.335559503067152
2882,train_1768,train_1768_1.wav,MAYA,Agar use pata chalta ki humara fridge nahi kaam kar raha to?,What if he found out our fridge wasn't working?,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,12,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[6, 7, 11]","[1, 4, 1]",163.36960006339962,324.9461197045756,234.49443160285327,29.705887438266647,32.827257923950285,72.77302616579867,64.19651100426637,9.482907155689553,0.021220063687299315,0.13732056927817976,8.69047481854612
2883,train_1768,train_1768_2.wav,RADHABAI,Lekin Monisha ma'am ko to sab malum hai. Apna fridge kharab ho gaya kar ke.,But Monisha Maa knows everything. Because your fridge got damaged.,"['HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,15,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",6,"[2, 5, 9, 10, 11, 12]","[3, 4, 1, 1, 1, 3]",163.29408194503955,462.07399267640807,326.0361371908021,62.380315482965536,18.128713450809002,74.13252355694402,62.84160585106719,11.701016790502512,0.01574089373936771,0.11023899693788264,12.649111335873318
2884,train_1768,train_1768_3.wav,MAYA,Haan to?,Yes so?,"['HI', 'EN', 'OTHER']",CSW,-1,2,-1,0,-1,-1,186.86016629201117,577.943021472635,288.4595312500995,95.60435116527434,26.806192914454765,69.73520118026703,59.87941510058866,12.818114901940799,0.024196656575411597,0.12136433574700083,7.620519832030572
2885,train_1768,train_1768_4.wav,RADHABAI,Dushyant bhai sahab vaha phone karne vale hai na!,Dushyant Bhai Saheb is going to call them!,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,9,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[4, 5, 8]","[1, 3, 1]",188.38186179228984,634.5273436875273,366.58749846921853,90.78761025575331,22.040883058790723,70.63721762639634,61.797343563055804,10.9809955604011,0.018491678944677552,0.12015509814464942,12.084085967802045
2886,train_1768,train_1768_5.wav,MAYA,"Oh my God! Indravardhan, Monisha ko roko! Usne bata diya to kayaamat urf Dushyant yaha aa jaega! jaao jaao please!","Oh my god! Indravardhan, stop Monisha! If he tells, Qayamat alias Dushyant will come here! Go go please!","['EN', 'EN', 'EN', 'OTHER', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,20,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",6,"[3, 10, 11, 12, 13, 19]","[7, 1, 1, 1, 6, 1]",131.66864861138586,503.4601640860525,281.54734147245273,81.32906687776057,27.423325798646808,73.98617668226208,62.69942778713229,11.306269898234452,0.02277144659289658,0.12726513166026487,8.653924982296278
2906,train_1776,train_1776_0.wav,INDRAVARDHAN,Rosesh beta...,Rosesh beta...,"['EN', 'EN', 'OTHER']",EN,-1,2,-1,0,-1,-1,149.03699921303385,253.7738179614346,185.78301057533278,25.53756420998353,30.432285891121854,71.57808401596856,63.91448576331456,12.919385308391155,0.023816316903818083,0.16407357145051596,11.702302025615571
2907,train_1776,train_1776_1.wav,ROSESH,Yes momma.,Yes momma.,"['EN', 'EN', 'OTHER']",EN,-1,2,-1,0,-1,-1,80.08731314402812,252.42482891371247,180.0941317278663,32.883302750444194,21.85940940660975,71.59344060731752,64.35170261471312,14.567318646268722,0.015106074186357808,0.1250740958931605,9.118363586014537
2908,train_1776,train_1776_2.wav,INDRAVARDHAN,Ye aurat kaun hai jo kal raat se meri tarah baat kar ke mujhe irritate kar rahi hai.,Who is this woman who has been irritating me by talking like me since last night?,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,18,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",4,"[7, 8, 14, 15]","[1, 6, 1, 3]",149.007381251237,328.6053240395957,214.1723252998877,38.82287073437507,16.265277419936798,71.37443802969764,63.764470017909034,10.690991426313785,0.022369611813883937,0.11432674002042452,11.996966400449946
2909,train_1776,train_1776_3.wav,INDRAVARDHAN,"Hala ki, meri group ki saari aurate mera copy karana chaahati hai, but this is a limit!","However, all the women in my group want to copy me, but this is the limit!","['EN', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,"I, A",17,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[1, 3, 4, 6, 7, 8, 9, 12]","[2, 1, 2, 1, 1, 1, 3, 5]",85.46900475593051,397.4593837910861,170.60108484111126,48.826401762519744,31.480888909888876,75.80158617750635,63.49121339074778,7.996398791501152,0.031603924738976316,0.13548052006142128,10.002323659352802
2916,train_1780,train_1780_0.wav,SUKETU,"nahin nahin, yah to ek baat kahi. meri urmila to paidaishi rudali hai.gaana chodo, vo baat karke log sunke bhi ro padte hain.","No no, he said just one thing. My Urmila is a born Rudali. Leave the song, people start crying even after listening to that talk.","['HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1,23,-1,0,-1,-1,80.64060736580747,462.321838503681,246.7488979479943,81.31661922307659,17.93632583183062,71.2119662129269,61.44689279975154,16.493771216287122,0.023328766012569863,0.12980910641325982,10.267872423005436
2917,train_1780,train_1780_1.wav,INDRAVARDHAN,phir to badi mushkil hoti hogi.,Then it would be very difficult.,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,6,-1,0,-1,-1,81.8874730536517,253.2472652923952,176.26119887215643,59.452598582006885,12.481302806336553,70.05251666496221,60.828121253443626,15.739183444571298,0.028152850513902126,0.11068994126755081,9.732107999079336
2918,train_1780,train_1780_2.wav,SUKETU,kyon?,Why?,"['HI', 'OTHER']",HI,-1,1,-1,0,-1,-1,80.19436175077433,481.01519711972026,172.5548930874592,107.15845871290483,12.302697147153944,64.58576891815181,54.97970212699003,15.027546962249264,0.03136772213355846,0.18422471200046242,5.089433308031496
2919,train_1780,train_1780_3.wav,INDRAVARDHAN,"zara sochiye ki vo shopping pe jaati hongi, puchti hongi ki vo sadi kitni ki hai,vo sales girl bilkul roke jawab deti hogi na, ki barah sau ki hai, madam","Just imagine that she would be going shopping, she would be asking how much is that saree, the sales girl would be giving a halting reply that it is worth twelve hundred, madam.","['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN']",CSW,I,30,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",7,"[4, 5, 17, 19, 24, 25, 30]","[1, 12, 2, 5, 1, 5, 0]",76.22325841256244,580.7580092675254,158.06695907061268,59.09752433708703,37.196075039476966,72.07813089229191,63.1900580385165,7.309392713209303,0.03439021511281561,0.16530091400383715,5.917513582978258
2922,train_1783,train_1783_0.wav,INDRAVARDHAN,"Oh my God! Sahil, 6 bajne vaale hai aur tum to jaante ho ki Embassy Towers ke peeche 6 baje ke baad kya hota hai...","Oh my God! Sahil, it's about to be 6 o'clock and you know what happens behind Embassy Towers after 6 o'clock...","['EN', 'EN', 'EN', 'OTHER', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,25,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",11,"[3, 4, 5, 10, 11, 12, 13, 14, 16, 18, 19]","[1, 1, 5, 1, 1, 1, 1, 2, 2, 1, 6]",127.6915382931455,291.2452420788053,198.02113835631172,25.81082795748388,13.212822787543187,74.0292518911962,64.55830194778657,12.41922548996639,0.02123103414317397,0.12663079065710325,8.920508656732949
2923,train_1783,train_1783_1.wav,SAHIL,Kya hota hai?,what happens?,"['HI', 'HI', 'HI', 'OTHER']",HI,-1,3,-1,0,-1,-1,102.35056571750992,382.7729526106351,170.35235485419446,86.56171451324397,12.66412381015119,74.24584648152613,63.75133519645884,15.521879765972267,0.019963963412219662,0.11383173671946956,5.489487937723525
2924,train_1783,train_1783_2.wav,INDRAVARDHAN,"Ab come on, acting mat karo jaise tumhe kuch pata hi nahi hai!","Now Ken, don't act like you don't know anything!","['EN', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,13,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[5, 10, 11]","[5, 1, 2]",109.76772636519483,362.27382694018814,172.21704594463714,56.811125712264044,22.475835934391178,73.26825998549222,63.03053366552796,10.912630630431561,0.02306711582875034,0.14508488076999834,7.620822621080056
2925,train_1783,train_1783_3.wav,SAHIL,Vaakai mein mujhe kuch pata nahi hai...,I really have no idea...,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,7,-1,0,-1,-1,111.39677955946304,373.3723599408461,235.19479533169783,70.34524833178781,39.635186839638465,73.26906006191363,65.92507568701815,8.36792343034018,0.01900666414395062,0.08895702915299881,7.256900713987017
2926,train_1783,train_1783_4.wav,INDRAVARDHAN,Ahahaha! Monisha yaha baithi hai issliye nirdosh banne ki koshish kar rahe ho!,Aahh! Monisha is sitting here because you are trying to act innocent!,"['EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1,13,-1,0,-1,-1,86.38499923580319,481.22754098149375,203.1183744934078,68.61761052200632,35.01844356393374,74.37270001560695,64.97047247923733,7.232912206162745,0.020050610191437807,0.12741194688599455,7.633750745056679
2938,train_1789,train_1789_1.wav,MONISHA,mene kiya sahil. Ekdum chakachak haina,I did Sahil. absolutely dazzling Hannah,"['HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI']",HI,-1,6,-1,0,-1,-1,74.54776155185955,574.7534451242232,337.7074497579519,141.1541774027218,37.54535026907956,71.6910942229011,62.29795138330641,8.961739075356805,0.021474141208143237,0.12921410548444462,8.528734224788854
2939,train_1789,train_1789_2.wav,SAHIL,thanks a lot. Finally tumne meri baat sunli. Thanks a million,Thanks a lot. Finally you listened to me. thanks a million,"['EN', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN']",CSW,"I, A",11,"['EN > HI', 'HI > EN']",2,"[4, 8]","[4, 3]",74.32734114741817,598.062258913536,190.29827490500267,110.77555232324876,30.01686273934996,67.0685553683925,56.42083274570578,7.974674662999272,0.02533076806755046,0.16032949796434626,8.380319137755034
2940,train_1789,train_1789_3.wav,MONISHA,"isme thanks kehne ki kya zarurat hai, ye to mera farz hai","There is no need to say thanks in this, it is my duty","['HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'HI']",CSW,I,12,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",4,"[1, 2, 7, 9]","[1, 5, 2, 3]",75.05352682392083,600.1067166953354,236.92961140563088,101.78898640802659,25.141923344288323,72.01906353994032,59.957582574102034,11.185476744261752,0.019966104173088944,0.14607799639239852,8.302225564676771
2941,train_1789,train_1789_4.wav,SAHIL,haan haan lekin nibhaya to pehli baar na,yes yes but if I did it for the first time then no,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN']",CSW,-1,8,-1,0,-1,-1,77.67399169091243,439.7232258335318,354.18332184724983,79.18906104966754,30.50956148426626,72.51190074476608,62.80144269951648,11.249540534900463,0.014813540768246383,0.09645843777439166,10.733534029252937
2968,train_182,train_182_0.wav,INDRAVARDHAN,"Madhu bhai, ye, chinese...","Madhu bhai, this, Chinese...","['HI', 'HI', 'OTHER', 'EN', 'OTHER', 'EN', 'OTHER']",CSW,I,4,['HI > EN'],1,[2],[2],118.51668516754633,529.1068860651828,229.77605149794115,87.72598044019341,27.49238477341779,70.55860504895134,61.609354766928206,11.464706292181909,0.020754294788030377,0.1401662808531749,6.052056479367821
2969,train_182,train_182_1.wav,MADHUSUDAN,Chinese kya?,What about Chinese?,"['EN', 'HI', 'OTHER']",CSW,I,2,['EN > HI'],1,[1],[1],91.27819236369206,288.03744510876794,169.39139739102205,63.68268549587888,22.603348932881836,69.74078190238502,60.885825864456,12.112276831707069,0.017782783274773103,0.17083729818910406,3.7101038666038813
2970,train_182,train_182_2.wav,INDRAVARDHAN,Roll hai holl.,The roll is holl,"['EN', 'HI', 'EN', 'OTHER']",CSW,I,3,"['EN > HI', 'HI > EN']",2,"[1, 2]","[1, 1]",111.65107277114566,301.8790577614316,204.15723034427498,33.301588975883895,38.38838968101026,69.26194856184703,63.97707306365155,8.21139185402611,0.01558394395520379,0.13699545691493809,4.821634295058883
2971,train_182,train_182_3.wav,MADHUSUDAN,Camera?,Camera?,"['EN', 'OTHER']",EN,-1,1,-1,0,-1,-1,91.69121592398163,321.6451503335556,223.7573418845178,69.74228472574102,36.17929553370107,72.02874838508103,61.31399134443868,10.396854195425096,0.020479390614349408,0.1766158944635837,2.3138477295797326
2972,train_182,train_182_4.wav,MADHUSUDAN,"Hahaha, chinese camera, hahaha!","Hahaha, chinese camera, hahaha!","['EN', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'OTHER']",EN,-1,4,-1,0,-1,-1,76.31019677610054,605.5183885505129,230.8320198622611,137.05949746853483,26.94038125079868,75.43391460025947,61.999406019664946,10.555163476248657,0.016557121508351116,0.17375369743979352,3.258608577333326
2973,train_182,train_182_5.wav,INDRAVARDHAN,"Maya, mai inko pakad ke maaru kya?","Maya, should I catch and kill them?","['HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,7,-1,0,-1,-1,135.65779651954603,572.7710676574611,303.6908959363942,144.21780378282537,43.71528653814229,70.16398582178542,63.38901938100407,6.5413578603666975,0.01709309035790449,0.14174814620025683,5.342910007988646
3000,train_192,train_192_0.wav,SAHIL,han han Tumhara boyfriend Sach Kaho na Pagal Hai. Tumhari Aankhen wow they are gorgeous,"Yes yes, your boyfriend is crazy. your eyes wow they are gorgeous","['HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'EN', 'EN', 'EN']",CSW,I,15,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[3, 4, 6, 7, 11]","[1, 2, 1, 4, 4]",72.53896085841353,596.9359314561598,177.2759430305214,114.64554539583862,44.01026476100933,67.96500478169352,58.14454657654983,5.302309210896648,0.046519735677469115,0.1963788682427212,4.974273481951006
3001,train_192,train_192_1.wav,NEELIMA,really,really,['EN'],EN,-1,1,-1,0,-1,-1,130.3388374894708,622.2193873555008,374.5534082201136,134.25050868151686,42.99444763998474,68.80445237646123,59.542965167268605,6.085048286499949,0.030119081249546882,0.16329429445302093,7.830113740626311
3002,train_192,train_192_2.wav,SAHIL,believe me and your hairstyle,believe me and your hairstyle,"['EN', 'EN', 'EN', 'EN', 'EN']",EN,-1,5,-1,0,-1,-1,75.85372849310649,598.6657234003097,278.03858283461534,121.87259839696551,42.77214939197713,72.46499906025086,58.2967831125739,6.864837445570605,0.03162730229600895,0.17163580804094963,6.076017411728934
3003,train_192,train_192_3.wav,NEELIMA,aur Mere Hoth,and my lips,"['HI', 'EN', 'EN']",CSW,-1,3,-1,0,-1,-1,85.9736582384734,463.1178286222367,228.67648133059006,117.70306080812661,42.89345505254041,68.32785173612845,59.50940495660135,5.038769007991955,0.04625018271351095,0.17627191950400456,8.436450890919401
3007,train_194,train_194_0.wav,SAHIL,Achchha garam garam rotiya to khaate the.,Good hot rotiya to eat.,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'OTHER']",CSW,-1,7,-1,0,-1,-1,122.90768508818957,552.674612605086,198.3455274222457,77.02305169736302,23.041460530462736,75.43530916467128,67.63977579234884,17.098822656992628,0.02096565878292819,0.11670474631110662,8.555260973637415
3008,train_194,train_194_1.wav,INDRAVARDHAN,"Nahi, Baa bhejati thi na frozen chapathies kabhi kabhi.","No, BAA used to send frozen chapattis sometimes.","['HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,9,"['HI > EN', 'EN > HI']",2,"[4, 6]","[2, 3]",99.30902882756057,432.598871139478,178.89522713914965,55.652857026340705,23.33370101367513,78.64803660855574,68.26935547511717,17.926240464764888,0.025734533074254228,0.13307249333292295,9.059598545512133
3009,train_194,train_194_2.wav,SAHIL,To vo garam kaise karte the?,So how did they heat it?,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1,6,-1,0,-1,-1,84.46604286436319,327.88293625345693,173.38651617782156,60.00859882526518,25.643571589814837,76.59355001217577,66.92217166599598,15.23944005055855,0.03099673290042037,0.14976161189353626,8.823912068882146
3010,train_194,train_194_3.wav,INDRAVARDHAN,Aray tu kya hume aadimaanav samajhata hai kya!? Gufa mein rahate the hum log!? Kitne modern appliances the vaha par!,"Hey, do you think we are primitive humans? We used to live in a cave!? How many modern appliances were there!","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,20,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",4,"[11, 14, 15, 18]","[3, 1, 3, 2]",113.07748028852697,345.4997425816925,225.4498689921154,48.54078124116557,25.13336837072958,81.4551413481966,70.397772129317,14.417111340334987,0.024134280880108834,0.13055181131744067,10.401798274186874
3011,train_195,train_195_2.wav,MAYA,Kaise lag rahi hu mai?,How am I looking?,"['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,5,-1,0,-1,-1,135.67075902658163,290.55183981622133,200.55570670666648,34.005750915686924,9.720886040683517,71.18659050962998,58.395786140507354,22.259283905315932,0.017680764533508447,0.1018731993085295,8.32314837799584
3012,train_195,train_195_3.wav,INDRAVARDHAN,Taareef karu ya burai karu.,Do good or do evil.,"['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,5,-1,0,-1,-1,92.19677687442268,257.85599860448434,165.14181017917346,48.12314428898729,11.411897184687462,70.0806177307853,62.575365613772675,17.457831501317656,0.03319543540290735,0.1276954020520058,6.110101189239885
3013,train_195,train_195_4.wav,MAYA,"Oh, taareef please, taareef...","Oh, praise please, praise...","['EN', 'OTHER', 'HI', 'EN', 'OTHER', 'HI', 'OTHER']",CSW,I,4,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[1, 2, 3]","[1, 1, 1]",78.81814283211223,288.35677476113233,135.19601846504764,44.31741398985946,36.63910716531086,70.76373943019114,62.38484367837404,8.063639444442364,0.035542334356634106,0.13428785339936314,5.9218556799071465
3014,train_195,train_195_5.wav,INDRAVARDHAN,"Oh ho ho, fir to sochna padega!","Oh ho ho, then we will have to think!","['EN', 'EN', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,-1,7,-1,0,-1,-1,76.08871053631275,372.61800603357466,182.98807538934392,88.9540315225307,36.670102215381206,71.0098358677403,62.456916602906965,8.212850510895693,0.033197251286745895,0.13755854856973704,7.949035901023999
