utt_id,file_id,speaker,speaker_nationality_mode,prev_speaker,interlocutor_nationality,nationality_match,condition
NI43FBP_0101_763.040_769.750,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_769.750_777.470,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_777.510_783.460,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_783.460_790.220,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_792.500_796.300,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_798.270_804.230,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_804.230_816.790,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_819.140_827.010,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_827.010_833.730,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_841.070_845.582,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_846.670_856.370,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_856.370_862.750,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_862.750_872.670,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_872.690_882.850,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_882.850_889.230,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_889.990_894.900,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_897.300_907.130,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_907.130_913.040,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_913.800_922.710,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_922.710_929.770,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_929.780_942.600,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_942.600_945.930,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_948.208_955.698,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_958.850_971.250,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_971.260_980.390,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_981.140_985.490,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_992.250_994.030,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_994.370_998.820,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_998.820_1007.670,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1011.150_1014.830,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1015.210_1019.600,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1019.600_1020.730,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1020.730_1028.450,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1028.500_1030.579,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1030.900_1034.599,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_1037.630_1044.140,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1046.740_1049.180,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1049.410_1055.790,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1056.780_1058.680,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1059.350_1065.380,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1071.310_1074.570,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1078.070_1087.020,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1088.220_1096.720,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1097.680_1102.890,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1102.890_1108.050,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1111.390_1117.160,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1130.470_1133.950,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1134.000_1142.700,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1142.700_1150.870,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1150.870_1159.210,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1159.210_1167.770,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1170.600_1177.970,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1177.970_1182.690,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_1189.090_1194.830,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1195.810_1205.700,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1205.790_1208.740,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1208.740_1217.990,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1220.570_1227.630,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1227.630_1231.920,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1231.920_1239.680,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1239.680_1250.630,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1250.780_1258.430,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1263.640_1266.110,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_1266.370_1270.950,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1270.950_1279.590,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1279.590_1282.470,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1282.470_1291.370,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1292.700_1301.000,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1301.000_1313.940,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1314.180_1321.640,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1326.560_1328.850,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1329.020_1337.000,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1340.150_1356.640,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1358.900_1365.660,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1366.830_1371.160,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1373.230_1384.770,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1384.770_1395.010,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1399.810_1406.760,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1406.760_1417.750,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1417.750_1423.400,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1424.430_1434.590,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1434.890_1445.590,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1447.990_1449.320,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1450.480_1455.870,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1457.500_1463.480,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1464.850_1468.100,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_1469.170_1477.060,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1478.420_1482.910,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1484.100_1487.910,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1487.930_1494.690,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1494.840_1501.690,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1505.470_1509.520,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1516.700_1525.840,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1527.090_1531.440,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1533.840_1541.340,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1541.340_1552.690,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1552.690_1557.340,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1557.830_1566.520,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1569.270_1575.190,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1575.190_1578.740,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1578.930_1582.220,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1582.220_1590.430,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1592.020_1596.220,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1600.040_1611.720,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1614.830_1620.610,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1620.610_1625.080,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1627.100_1634.670,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1640.950_1647.420,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1649.680_1657.100,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1660.330_1668.760,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1668.760_1678.130,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1678.460_1685.490,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1685.490_1696.050,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1698.590_1704.680,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1704.680_1711.630,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1711.630_1719.270,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1719.730_1724.880,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1724.890_1731.940,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1731.940_1733.480,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_1733.480_1736.360,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1736.420_1741.330,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1741.850_1747.680,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1747.680_1751.840,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1755.690_1759.610,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1762.930_1769.610,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1769.610_1777.590,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1777.590_1784.570,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1789.570_1795.500,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1796.590_1800.100,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1800.100_1810.800,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1810.910_1815.920,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1817.440_1823.910,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1823.910_1834.180,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1836.160_1841.740,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1844.090_1846.109,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1846.109_1854.170,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1854.170_1856.561,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1856.561_1861.871,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1861.871_1867.781,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1867.781_1871.721,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1871.871_1878.021,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1878.471_1882.361,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1885.801_1890.361,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1891.311_1898.131,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1898.311_1904.701,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_1904.701_1916.141,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1918.331_1923.181,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1925.121_1928.361,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1943.381_1945.501,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1945.501_1950.531,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1951.461_1964.441,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1964.501_1971.401,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1971.441_1974.771,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1974.881_1983.111,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1983.151_1989.941,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1989.961_1996.431,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_1996.431_2005.181,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2005.181_2008.161,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2008.191_2014.861,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2014.861_2021.641,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2021.641_2028.891,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2028.891_2031.861,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2032.201_2041.601,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2041.601_2048.130,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2048.130_2057.860,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2057.860_2065.641,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2067.831_2075.210,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2079.061_2083.471,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2083.471_2089.061,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2089.071_2097.261,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2100.621_2103.251,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_2105.381_2109.231,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2109.261_2115.711,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2115.711_2125.491,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2125.491_2132.391,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2132.391_2142.161,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2143.491_2148.681,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2149.151_2157.341,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2164.391_2170.091,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2170.091_2174.001,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2175.621_2189.091,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2190.311_2195.871,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2195.871_2199.871,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2199.871_2202.971,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2203.311_2213.701,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2217.631_2224.021,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2230.093_2233.711,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2236.671_2239.801,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_2239.801_2245.891,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_2245.891_2255.681,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2255.681_2266.181,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2266.181_2269.271,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_2269.271_2272.521,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2272.521_2283.561,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2283.561_2285.651,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2285.651_2289.401,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2290.921_2293.301,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2293.361_2305.901,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2309.861_2315.671,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2315.771_2324.021,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2324.021_2328.201,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_2328.201_2334.781,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2335.541_2344.671,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2344.711_2348.701,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2348.811_2356.321,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2358.881_2366.021,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2367.411_2377.911,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2377.911_2380.621,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_2380.621_2387.131,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2387.131_2389.621,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_2389.621_2392.701,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2394.481_2397.011,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2397.011_2402.491,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2402.491_2403.911,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2403.911_2407.201,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2407.201_2424.521,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2424.601_2430.491,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2430.491_2436.011,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_2436.011_2440.731,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2440.741_2447.561,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2447.561_2455.521,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2455.521_2463.001,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2463.131_2465.781,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2465.781_2473.931,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2473.931_2478.231,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2482.761_2486.071,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2486.071_2494.591,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2494.591_2499.871,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2499.871_2506.271,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2506.331_2513.781,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2513.791_2519.561,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2520.821_2522.961,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2523.631_2526.921,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_2526.921_2533.351,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2533.351_2537.801,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2546.181_2548.821,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2555.701_2566.031,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2566.031_2572.501,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2572.501_2579.881,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2579.881_2582.821,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2583.121_2584.601,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2584.601_2586.221,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2586.221_2592.681,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2592.711_2598.101,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2598.101_2605.951,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2606.361_2608.281,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2608.751_2610.231,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2610.831_2619.891,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2619.891_2622.531,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2629.331_2644.041,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2644.091_2647.101,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2647.101_2649.991,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_2649.991_2659.961,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2659.961_2668.271,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2668.491_2682.361,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2682.641_2691.131,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2693.831_2700.271,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2700.371_2707.561,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2710.251_2713.831,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2716.261_2725.101,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2727.091_2732.511,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2732.511_2741.371,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2741.371_2743.391,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_2747.031_2750.241,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2750.997_2752.311,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_EN
NI43FBP_0101_2752.311_2757.861,NI43FBP_0101,43,singaporean,43,singaporean,same,monolingual_ZH
NI43FBP_0101_2757.861_2764.031,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
NI43FBP_0101_2764.561_2769.381,NI43FBP_0101,43,singaporean,43,singaporean,same,code_switched
