,path
4409,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1126_2.wav
4410,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1100_1.wav
4411,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1081_0.wav
4412,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1338_0.wav
4413,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1145_1.wav
4414,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1163_0.wav
4415,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1338_2.wav
4416,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1081_2.wav
4417,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_961_1.wav
4418,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1126_0.wav
4419,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_902_2.wav
4420,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1282_5.wav
4421,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_924_1.wav
4422,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_947_2.wav
4423,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1227_0.wav
4424,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1244_3.wav
4425,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1262_0.wav
4426,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1083_0.wav
4427,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1124_2.wav
4428,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1102_1.wav
4429,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1000_6.wav
4430,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_900_0.wav
4431,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_963_3.wav
4432,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_945_0.wav
4433,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1260_2.wav
4434,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_978_0.wav
4435,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1246_1.wav
4436,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1225_2.wav
4437,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1203_1.wav
4438,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1218_2.wav
4439,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_998_5.wav
4440,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1020_3.wav
4441,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1065_3.wav
4442,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1098_3.wav
4443,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1043_0.wav
4444,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1006_0.wav
4445,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1119_2.wav
4446,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1286_1.wav
4447,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1185_3.wav
4448,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_985_0.wav
4449,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1342_0.wav
4450,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1307_0.wav
4451,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1067_1.wav
4452,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_898_0.wav
4453,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1041_2.wav
4454,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1022_1.wav
4455,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1165_6.wav
4456,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_904_4.wav
4457,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1284_3.wav
4458,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1323_1.wav
4459,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1242_5.wav
4460,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1264_6.wav
4461,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1340_2.wav
4462,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1221_7.wav
4463,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1019_7.wav
4464,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1221_6.wav
4465,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1178_2.wav
4466,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1242_4.wav
4467,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1207_4.wav
4468,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1019_6.wav
4469,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1340_3.wav
4470,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1318_6.wav
4471,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1284_2.wav
4472,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_898_1.wav
4473,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1323_0.wav
4474,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1279_2.wav
4475,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1143_4.wav
4476,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1165_7.wav
4477,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1067_0.wav
4478,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1022_0.wav
4479,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_919_0.wav
4480,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1185_2.wav
4481,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1342_1.wav
4482,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1106_4.wav
4483,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1119_3.wav
4484,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1307_1.wav
4485,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_985_1.wav
4486,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_920_4.wav
4487,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1098_2.wav
4488,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1006_1.wav
4489,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1286_0.wav
4490,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1043_1.wav
4491,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1218_3.wav
4492,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_998_4.wav
4493,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_978_1.wav
4494,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1065_2.wav
4495,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1020_2.wav
4496,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1187_0.wav
4497,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1203_0.wav
4498,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1260_3.wav
4499,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_945_1.wav
4500,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1246_0.wav
4501,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1147_0.wav
4502,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_963_2.wav
4503,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1102_0.wav
4504,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_900_1.wav
4505,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1124_3.wav
4506,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1083_1.wav
4507,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1244_2.wav
4508,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1227_1.wav
4509,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1181_6.wav
4510,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1212_8.wav
4511,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_961_0.wav
4512,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_924_0.wav
4513,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1262_1.wav
4514,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1282_4.wav
4515,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1126_1.wav
4516,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1081_3.wav
4517,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1163_1.wav
4518,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1156_8.wav
4519,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1054_2.wav
4520,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_949_1.wav
4521,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1156_5.wav
4522,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1011_2.wav
4523,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1037_1.wav
4524,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1291_3.wav
4525,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1072_1.wav
4526,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_972_7.wav
4527,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_911_4.wav
4528,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1212_5.wav
4529,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1336_1.wav
4530,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1310_2.wav
4531,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1128_3.wav
4532,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_928_0.wav
4533,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_992_2.wav
4534,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1192_1.wav
4535,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1257_5.wav
4536,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1013_0.wav
4537,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1035_3.wav
4538,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1248_2.wav
4539,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1056_0.wav
4540,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1111_7.wav
4541,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1312_0.wav
4542,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1293_1.wav
4543,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1236_4.wav
4544,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1288_2.wav
4545,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1334_3.wav
4546,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_990_0.wav
4547,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1149_2.wav
4548,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1309_3.wav
4549,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1076_5.wav
4550,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1096_0.wav
4551,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1152_1.wav
4552,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1117_1.wav
4553,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_933_3.wav
4554,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_976_3.wav
4555,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_915_0.wav
4556,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_950_0.wav
4557,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1230_2.wav
4558,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1216_1.wav
4559,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1253_1.wav
4560,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1169_7.wav
4561,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1150_3.wav
4562,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1094_2.wav
4563,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_989_1.wav
4564,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1115_3.wav
4565,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1176_0.wav
4566,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1133_0.wav
4567,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_931_1.wav
4568,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_952_2.wav
4569,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1330_7.wav
4570,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_974_1.wav
4571,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1214_3.wav
4572,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_994_4.wav
4573,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1277_0.wav
4574,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1251_3.wav
4575,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1242_9.wav
4576,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1232_0.wav
4577,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1277_1.wav
4578,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1214_2.wav
4579,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1232_1.wav
4580,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1242_8.wav
4581,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_994_5.wav
4582,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_931_0.wav
4583,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1251_2.wav
4584,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1330_6.wav
4585,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1091_12.wav
4586,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1176_1.wav
4587,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1133_1.wav
4588,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_974_0.wav
4589,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_989_0.wav
4590,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1230_3.wav
4591,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1115_2.wav
4592,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1094_3.wav
4593,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1150_2.wav
4594,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1216_0.wav
4595,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1169_6.wav
4596,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_976_2.wav
4597,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1253_0.wav
4598,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1309_2.wav
4599,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1152_0.wav
4600,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_915_1.wav
4601,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_950_1.wav
4602,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_933_2.wav
4603,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1076_4.wav
4604,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1288_3.wav
4605,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1096_1.wav
4606,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1117_0.wav
4607,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1293_0.wav
4608,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1312_1.wav
4609,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1334_2.wav
4610,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1236_5.wav
4611,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_990_1.wav
4612,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1035_2.wav
4613,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1013_1.wav
4614,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1056_1.wav
4615,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1111_6.wav
4616,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_992_3.wav
4617,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1192_0.wav
4618,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_928_1.wav
4619,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1212_4.wav
4620,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1049_6.wav
4621,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1310_3.wav
4622,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1336_0.wav
4623,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1128_2.wav
4624,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1257_4.wav
4625,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_972_6.wav
4626,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1291_2.wav
4627,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1054_3.wav
4628,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1037_0.wav
4629,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1156_4.wav
4630,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1072_0.wav
4631,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_949_0.wav
4632,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1011_3.wav
4633,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1229_2.wav
4634,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1190_2.wav
4635,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1190_0.wav
4636,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1156_6.wav
4637,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1037_2.wav
4638,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1072_2.wav
4639,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1229_0.wav
4640,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_972_4.wav
4641,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1054_1.wav
4642,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1291_0.wav
4643,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1257_6.wav
4644,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1011_1.wav
4645,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1212_6.wav
4646,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1310_1.wav
4647,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1336_2.wav
4648,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_992_1.wav
4649,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_928_3.wav
4650,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1035_0.wav
4651,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1049_4.wav
4652,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1192_2.wav
4653,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1128_0.wav
4654,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1070_0.wav
4655,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1154_4.wav
4656,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1248_1.wav
4657,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1111_4.wav
4658,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1293_2.wav
4659,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1334_0.wav
4660,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_990_3.wav
4661,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1056_3.wav
4662,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1013_3.wav
4663,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1288_1.wav
4664,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1149_1.wav
4665,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1268_4.wav
4666,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1236_7.wav
4667,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1131_1.wav
4668,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1076_6.wav
4669,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1309_0.wav
4670,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1117_2.wav
4671,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1152_2.wav
4672,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_976_0.wav
4673,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1275_1.wav
4674,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1189_1.wav
4675,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_933_0.wav
4676,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1008_0.wav
4677,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1169_4.wav
4678,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1230_1.wav
4679,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1216_2.wav
4680,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1091_10.wav
4681,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1074_4.wav
4682,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1150_0.wav
4683,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1094_1.wav
4684,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1115_0.wav
4685,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_989_2.wav
4686,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_974_2.wav
4687,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_917_1.wav
4688,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1277_3.wav
4689,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_931_2.wav
4690,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1069_1.wav
4691,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_952_1.wav
4692,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1330_4.wav
4693,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1019_8.wav
4694,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1251_0.wav
4695,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1214_0.wav
4696,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1251_1.wav
4697,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1214_1.wav
4698,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_994_6.wav
4699,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1069_0.wav
4700,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1019_9.wav
4701,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1330_5.wav
4702,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1277_2.wav
4703,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1232_2.wav
4704,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_952_0.wav
4705,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_917_0.wav
4706,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_974_3.wav
4707,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1115_1.wav
4708,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1150_1.wav
4709,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1165_8.wav
4710,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1216_3.wav
4711,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1094_0.wav
4712,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1091_11.wav
4713,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1133_2.wav
4714,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_989_3.wav
4715,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1230_0.wav
4716,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1189_0.wav
4717,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1169_5.wav
4718,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1275_0.wav
4719,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1309_1.wav
4720,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1131_0.wav
4721,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_933_1.wav
4722,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1174_0.wav
4723,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_976_1.wav
4724,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1312_2.wav
4725,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1288_0.wav
4726,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1236_6.wav
4727,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1149_0.wav
4728,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1334_1.wav
4729,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1056_2.wav
4730,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_990_2.wav
4731,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1013_2.wav
4732,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1293_3.wav
4733,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1248_0.wav
4734,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_928_2.wav
4735,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1035_1.wav
4736,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1111_5.wav
4737,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1192_3.wav
4738,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1128_1.wav
4739,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1049_5.wav
4740,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1310_0.wav
4741,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1336_3.wav
4742,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1212_7.wav
4743,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_992_0.wav
4744,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1257_7.wav
4745,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1291_1.wav
4746,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_972_5.wav
4747,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1011_0.wav
4748,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1054_0.wav
4749,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1072_3.wav
4750,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1229_1.wav
4751,CSW/empathy/MaSaC empathy detection/train/train_3/audios/train_1156_7.wav
